FID,RMSTRAFFIC,ST_RT_NO,CTY_CODE,DISTRICT_N,JURIS,SEG_BGN,OFFSET_BGN,SEG_END,OFFSET_END,SEG_PT_BGN,SEG_PT_END,SEG_LNGTH_,SEQ_NO,CUR_AADT,ADTT_CUR,TRK_PCT,WKDY_TRK_C,ADLR_TRK_C,ADLF_TRK_C,BASE_YR_CL,BASE_ADT,ADTT_BASE,WKDY_TRK_B,ADLR_TRK_B,ADLF_TRK_B,BASE_ADT_Y,DLY_VMT,DLY_TRK_VM,K_FACTOR,D_FACTOR,T_FACTOR,VOL_CNT_KE,VOL_CNT_DA,RAW_CNT_HI,TRAFF_PATT,DUR_CLS_CN,TYPE_OF_CN,DIR_IND,MSLINK,MAPID,NLF_ID,SIDE_IND,NLF_CNTL_B,NLF_CNTL_E,CUM_OFFSET,CUM_OFFS_1,RECORD_UPD,GIS_UPDATE,GIS_GEOMET,GPID,GEOMETRY_L
3680,02809500100000001005501,8095,2,11,1,10,0,10,550,100000,100550,550.0,1,2256,83,4,106,38,30,2019,2256,83,106,38,30,2019,235,9,9,55,2,02809500100275,20191009,2019357,01,6,1,E,191080,102278,37405,1,0,550.0,0.0,550.0,20191229,2019-12-29,2019-07-21,10118,253.73959280000003
3709,02001903300000035000001,0019,2,11,1,330,0,350,0,3300000,3500000,2369.0,1,9415,461,5,590,155,138,2019,9415,461,590,155,138,2019,4227,207,9,77,5,02001903400300,20191031,2019324,05,24,2,B,159577,102278,71102,1,0,2369.0,61296.0,63665.0,20191124,2019-11-24,2019-08-28,10483,944.2038616
3755,02201400320000003200251,2014,2,11,1,32,0,32,25,320000,320025,25.0,1,563,51,9,65,36,27,2019,563,51,65,36,27,2019,3,0,11,55,5,02201400320012,20190725,2019259,05,24,3,B,119227,102278,301,1,0,25.0,0.0,25.0,20190922,2019-09-22,2019-07-21,7404,8.674033773
3792,02001906803090068034521,0019,2,11,1,680,3090,680,3452,6803090,6803452,362.0,20,19520,849,4,1087,590,431,2019,19520,849,1087,590,431,2019,1347,59,10,55,2,10001900100892,20190617,2019183,03,6,1,N,170581,102278,71102,1,92177,92539.0,153473.0,153835.0,20190714,2019-07-14,2019-08-28,8075,100.0789639
3918,02088502210946024105011,0885,2,11,1,221,946,241,501,2210946,2410501,4394.0,3,8505,475,6,608,544,376,2019,8505,475,608,544,376,2019,7076,395,9,81,5,02088502410374,20191009,2019345,03,24,2,S,144406,102278,216,2,2599,6993.0,12250.0,16644.0,20191215,2019-12-15,2019-11-05,3250,1765.6239449999998
3937,02003003200895034000001,0030,2,11,1,320,895,340,0,3200895,3400000,4047.0,9,11843,1130,10,1446,494,406,2019,11843,1130,1446,494,406,2019,9072,866,8,62,9,02003003201752,20191008,2019317,03,24,2,E,142222,102278,153,1,33411,37458.0,72760.0,76807.0,20191117,2019-11-17,2019-07-21,3290,1618.318751
4149,02310900300000004000001,3109,2,11,1,30,0,40,0,300000,400000,1473.0,2,10276,724,7,927,337,274,2019,10276,724,927,337,274,2019,2867,202,9,52,9,02310900300500,20191016,2019340,03,24,2,N,113408,102278,564,1,4790,6263.0,4790.0,6263.0,20191208,2019-12-08,2019-07-21,3434,588.1753732999999
4275,02H01300200000003000005,H013,2,11,5,20,0,30,0,200000,300000,475.0,2,11578,462,4,591,482,343,2019,11578,462,591,482,343,2019,1042,42,10,55,2,02H01300200001,20191024,2019331,03,6,1,B,2579,102278,11382,1,580,1055.0,580.0,1055.0,20191201,2019-12-01,2019-07-21,6225,196.0807274
4276,02H01300300000004000005,H013,2,11,5,30,0,40,0,300000,400000,1636.0,3,13075,621,5,795,549,400,2019,13075,621,795,549,400,2019,4053,193,10,55,3,02H01300300001,20191010,2019357,03,6,1,B,2580,102278,11382,1,1055,2691.0,1055.0,2691.0,20191229,2019-12-29,2019-07-21,6226,664.6073697
4291,02H70100100000001025345,H701,2,11,5,10,0,10,2534,100000,102534,2534.0,1,6638,245,4,314,92,79,2019,6638,245,314,92,79,2019,3186,118,10,100,2,02H70100100001,20191009,2019324,03,6,1,O,172063,102278,11413,1,0,2534.0,0.0,2534.0,20191124,2019-11-24,2019-07-21,2968,1038.5514289999999
4406,02H09100300000005000005,H091,2,11,5,30,0,50,0,300000,500000,1319.0,3,8261,413,5,529,253,195,2019,8261,413,529,253,195,2019,2065,103,11,55,3,02H09100300001,20190807,2019242,05,24,3,B,167627,102278,11395,1,10295,11614.0,10295.0,11614.0,20190901,2019-09-01,2019-07-21,5177,545.1012939
4557,02005101312978017100001,0051,2,11,1,131,2978,171,0,1312978,1710000,8050.0,8,11060,875,8,1120,737,523,2019,11060,875,1120,737,523,2019,16867,1334,8,59,7,02005101512000,20190917,2019317,03,24,2,S,188524,102278,163,2,35841,43891.0,35841.0,43891.0,20191117,2019-11-17,2019-07-21,4776,3217.490296
4558,02005101710000022110491,0051,2,11,1,171,0,221,1049,1710000,2211049,11691.0,9,13101,965,7,1235,765,553,2019,13101,965,1235,765,553,2019,29006,2137,8,57,8,02005101910999,20190918,2019345,03,24,2,S,188526,102278,163,2,43891,55582.0,43891.0,55582.0,20191215,2019-12-15,2019-07-21,4777,4676.482214
4745,02H30200200000002026405,H302,2,11,5,20,0,20,2640,200000,202640,2640.0,1,1612,66,4,84,20,19,2019,1612,66,84,20,19,2019,806,33,9,62,6,02H30200100001,20190718,2020016,05,24,2,B,129305,102278,62242,1,0,2640.0,1848.0,4488.0,20200119,2020-01-19,2019-07-21,11618,1003.001301
4746,02H30200300000003001055,H302,2,11,5,30,0,30,105,300000,300105,105.0,1,1612,66,4,84,20,19,2019,1612,66,84,20,19,2019,32,1,9,62,6,02H30200100001,20190718,2020016,05,24,2,B,129306,102278,62243,1,0,105.0,4488.0,4593.0,20200119,2020-01-19,2019-07-21,11619,169.0719898
4759,02102700120000004032041,1027,2,11,1,12,0,40,3204,120000,403204,7694.0,1,993,30,3,38,20,15,2019,993,30,38,20,15,2019,1447,44,11,55,2,02102700202428,20191105,2019320,05,24,3,B,151015,102278,272,1,0,7694.0,0.0,7694.0,20191117,2019-11-17,2019-07-21,12091,3100.763309
4775,02H36900100000002000005,H369,2,11,5,10,0,20,0,100000,200000,844.0,1,947,9,1,12,3,3,2019,947,9,12,3,3,2019,152,1,11,55,1,02H36900100001,20190829,2019261,05,24,3,B,2943,102278,12929,1,0,844.0,0.0,844.0,20190922,2019-09-22,2019-11-05,12534,343.91279280000003
4787,02206500802970010018001,2065,2,11,1,80,2970,100,1800,802970,1001800,4858.0,3,5022,100,2,128,42,35,2019,5022,100,128,42,35,2019,4620,92,11,65,1,02206501000500,20190808,2019229,05,24,3,B,151167,102278,365,1,15479,20337.0,15479.0,20337.0,20190818,2019-08-18,2019-07-21,13157,1911.283075
4899,02005001300984014000001,0050,2,11,1,130,984,140,0,1300984,1400000,786.0,11,34309,2569,7,3288,2034,1503,2019,34309,2569,3288,2034,1503,2019,5112,383,7,50,5,02005001501468,20190930,2019345,03,24,2,B,151145,102278,158,1,26349,27135.0,26349.0,27135.0,20191222,2019-12-22,2019-12-22,13579,310.5838913
5137,02005104400000044019031,0051,2,11,1,440,0,440,1903,4400000,4401903,1903.0,1,2727,242,9,310,263,183,2019,2727,242,310,263,183,2019,982,87,7,66,7,02005104401000,20191001,2019324,03,24,2,N,154085,102278,162,1,0,1903.0,106910.0,108813.0,20191124,2019-11-24,2019-11-05,13552,756.6938092
5184,02001901200000014009071,0019,2,11,1,120,0,140,907,1200000,1400907,5371.0,7,10791,513,5,657,211,173,2019,10791,513,657,211,173,2019,10974,522,7,60,3,02001901301155,20190708,2019214,03,24,2,B,47197,102278,134,1,29991,35362.0,29991.0,35362.0,20190811,2019-08-11,2019-07-21,11386,2154.114946
5205,02307001820000018200091,3070,2,11,1,182,0,182,9,1820000,1820009,9.0,1,5220,104,2,133,45,37,2019,5220,104,133,45,37,2019,10,0,11,55,1,02307001820002,20190829,2019259,05,24,3,B,123263,102278,61216,1,0,9.0,10460.0,10469.0,20190922,2019-09-22,2019-07-21,13208,5.170690339
5296,02103400730000007305271,1034,2,11,1,73,0,73,527,730000,730527,527.0,1,1316,53,4,67,43,31,2019,1316,53,67,43,31,2019,132,5,11,65,2,02103400600792,20190822,2019259,05,24,3,W,154001,102278,69357,2,0,527.0,0.0,527.0,20190922,2019-09-22,2019-07-21,12232,207.9537263
5347,02300901100000013000001,3009,2,11,1,110,0,130,0,1100000,1300000,4063.0,5,10866,639,6,818,610,429,2019,10866,639,818,610,429,2019,8367,492,7,52,6,02300901200792,20190708,2019214,05,24,2,B,148047,102278,438,1,24630,28693.0,29782.0,33845.0,20190811,2019-08-11,2019-07-21,11701,1628.3016400000001
5348,02005104700000049000001,0051,2,11,1,470,0,490,0,4700000,4900000,5728.0,2,11447,952,8,1219,668,490,2019,11447,952,1219,668,490,2019,12420,1033,10,55,4,02005104701125,20190626,2019305,03,6,1,B,159707,102278,71105,1,4152,9880.0,112965.0,118693.0,20191105,2019-11-05,2019-07-21,11702,2323.2603050000002
5460,02H57500820000009000005,H575,2,11,5,82,0,90,0,820000,900000,2956.0,1,3628,145,4,186,53,47,2019,3628,145,186,53,47,2019,2032,81,11,55,2,02H57500820001,20190801,2019228,05,24,3,B,3021,102278,12981,1,0,2956.0,0.0,2956.0,20190818,2019-08-18,2019-07-21,12440,1147.9821949999998
5462,02207600701570010014271,2076,2,11,1,70,1570,100,1427,701570,1001427,9357.0,2,1249,175,14,224,295,193,2019,1249,175,224,295,193,2019,2213,310,11,55,7,02207600903500,20191010,2019345,05,24,3,B,143166,102278,380,1,11330,20687.0,19078.0,28435.0,20191215,2019-12-15,2019-07-21,12855,3767.8559990000003
5504,02402200100450005002491,4022,2,11,1,10,450,50,249,100450,500249,3837.0,2,18050,722,4,924,509,383,2019,18050,722,924,509,383,2019,13122,525,11,55,2,02402200400264,20190918,2019317,05,24,3,B,168583,102278,605,1,450,4287.0,450.0,4287.0,20191117,2019-11-17,2019-11-05,11511,1520.716973
5556,02010H00100000001006865,010H,2,11,5,10,0,10,686,100000,100686,686.0,1,4163,238,6,305,104,85,2019,4163,238,305,104,85,2019,541,31,11,55,3,02010H00100001,20190425,2019200,05,6,1,B,109064,102278,13047,1,0,686.0,0.0,686.0,20190728,2019-07-28,2019-11-05,13605,271.6929341
5615,02H36600200000002020595,H366,2,11,5,20,0,20,2059,200000,202059,2059.0,1,2820,141,5,180,85,66,2019,2820,141,180,85,66,2019,1100,55,11,55,3,02H36600100001,20190919,2019344,05,24,3,B,180066,102278,62194,1,0,2059.0,2534.0,4593.0,20191215,2019-12-15,2019-07-21,13674,861.0882428
5769,02H10900100000005027985,H109,2,11,5,10,0,50,2798,100000,502798,36167.0,1,7109,498,7,637,652,420,2019,7109,498,637,652,420,2019,48697,3411,11,55,4,02H10900200001,20190924,2019344,05,24,3,B,167088,102278,12805,1,0,36167.0,0.0,36167.0,20191215,2019-12-15,2019-11-05,14490,14515.3181
5880,02401100500000008000001,4011,2,11,1,50,0,80,0,500000,800000,6889.0,5,8020,241,3,308,123,98,2019,8020,241,308,123,98,2019,10466,315,11,55,2,02401100700150,20190424,2019141,05,24,3,B,0,102278,590,1,9031,15920.0,9031.0,15920.0,20190602,2019-06-02,2019-08-28,622768,2763.4426280000002
5910,02014801402475016000001,0148,2,11,1,140,2475,160,0,1402475,1600000,4186.0,9,5152,396,8,507,181,146,2019,5152,396,507,181,146,2019,4086,314,8,55,4,02014801502500,20191112,2019345,03,24,2,N,47606,102278,186,1,28710,32896.0,28710.0,32896.0,20191215,2019-12-15,2019-07-21,14872,1670.0278779999999
5911,02014801600000016014231,0148,2,11,1,160,0,160,1423,1600000,1601423,1423.0,10,10463,804,8,1029,724,521,2019,10463,804,1029,724,521,2019,2825,217,8,55,4,02014801502500,20191112,2019345,03,24,2,B,47608,102278,186,1,32896,34319.0,32896.0,34319.0,20191215,2019-12-15,2019-07-21,14873,574.170263
5913,02104700100000001000291,1047,2,11,1,10,0,10,29,100000,100029,29.0,1,272,16,6,20,4,4,2019,272,16,20,4,4,2019,1,0,12,54,13,02104700100011,20190822,2019259,05,24,2,B,194526,102278,82395,1,0,29.0,0.0,29.0,20190922,2019-09-22,2019-07-21,15191,20.85836855
6015,02H01700100000004000005,H017,2,11,5,10,0,40,0,100000,400000,1318.0,1,8123,406,5,520,250,192,2019,8123,406,520,250,192,2019,2031,102,11,55,3,02H01700300001,20191106,2019344,05,24,3,B,194810,102278,11384,1,0,1318.0,0.0,1318.0,20191215,2019-12-15,2019-07-21,14062,519.3583974
6065,02006000740000009000001,0060,2,11,1,74,0,90,0,740000,900000,3288.0,5,821,72,9,92,24,22,2019,821,72,92,24,22,2019,511,45,10,100,7,02006000741040,20190912,2019264,05,24,2,N,151146,102278,168,1,13929,17217.0,13929.0,17217.0,20190922,2019-09-22,2019-07-21,14519,1317.641029
6168,02204800110000001500001,2048,2,11,1,11,0,15,0,110000,150000,1882.0,1,11497,167,1,214,108,82,2019,11497,167,214,108,82,2019,4093,59,9,53,1,02204800110800,20191113,2019345,03,24,2,W,194982,102278,344,2,0,1882.0,0.0,1882.0,20191215,2019-12-15,2019-07-21,14122,722.3959142000001
6178,02100200100000002007771,1002,2,11,1,10,0,20,777,100000,200777,2353.0,1,4438,115,3,147,139,96,2019,4438,115,147,139,96,2019,1979,51,8,62,1,02100200101300,20191112,2019345,05,24,2,E,151010,102278,233,1,0,2353.0,0.0,2353.0,20191215,2019-12-15,2019-11-05,13134,946.2507782
6224,02401700600000006027311,4017,2,11,1,60,0,60,2731,600000,602731,2731.0,4,4268,299,7,383,409,262,2019,4268,299,383,409,262,2019,2207,155,11,55,4,02401700601850,20190904,2019273,05,24,3,B,186096,102278,596,1,9300,12031.0,9858.0,12589.0,20191006,2019-10-06,2019-07-21,13074,1088.922265
6252,02014801310000013122101,0148,2,11,1,131,0,131,2210,1310000,1312210,2210.0,1,9177,1055,11,1350,896,653,2019,9177,1055,1350,896,653,2019,3845,442,8,51,11,02014801310420,20191112,2019345,03,24,2,S,47604,102278,188,2,0,2210.0,8884.0,11094.0,20191215,2019-12-15,2019-07-21,15129,887.5711866
6360,02H83700100000001012145,H837,2,11,5,10,0,10,1214,100000,101214,1214.0,1,4530,227,5,291,143,109,2019,4530,227,291,143,109,2019,1042,52,11,55,3,02H83700100001,20190806,2019242,05,24,3,B,108233,102278,13026,1,0,1214.0,0.0,1214.0,20190901,2019-09-01,2019-07-21,13021,488.43453
6426,02403101600000016015991,4031,2,11,1,160,0,160,1599,1600000,1601599,1599.0,6,8859,354,4,453,349,251,2019,8859,354,453,349,251,2019,2684,107,11,55,2,02403101600475,20190827,2019250,05,24,3,B,151171,102278,615,1,36572,38171.0,36572.0,38171.0,20191020,2019-10-20,2019-11-05,13441,639.7771698
6428,02204801100000012006001,2048,2,11,1,110,0,120,600,1100000,1200600,2118.0,6,17042,856,5,1096,641,462,2019,17042,856,1096,641,462,2019,6834,343,10,55,3,02204801101046,20190627,2019282,03,6,1,E,186395,102278,343,1,23185,25303.0,23185.0,25303.0,20191201,2019-12-01,2019-11-05,13443,846.8798218000001
6652,02205100150000001506301,2051,2,11,1,15,0,15,630,150000,150630,630.0,1,2115,42,2,54,10,10,2019,2115,42,54,10,10,2019,252,5,11,100,1,02205100150500,20190806,2019242,05,24,3,S,48149,102278,349,2,0,630.0,0.0,630.0,20190901,2019-09-01,2019-07-21,18975,256.081588
6666,02100300100000001400001,1003,2,11,1,10,0,14,0,100000,140000,463.0,1,2463,123,5,157,79,60,2019,2463,123,157,79,60,2019,217,11,11,100,3,02100300100210,20191029,2019331,05,24,3,N,47869,102278,235,1,0,463.0,0.0,463.0,20191201,2019-12-01,2019-07-21,18695,187.7438396
6754,02405200700415010000001,4052,2,11,1,70,415,100,0,700415,1000000,4088.0,3,6104,305,5,390,188,145,2019,6104,305,390,188,145,2019,4724,236,10,56,3,02405200900000,20191022,2019326,05,24,3,E,167624,102278,639,1,4397,8485.0,18499.0,22587.0,20191124,2019-11-24,2019-07-21,19019,1620.590013
6755,02405200710412009107691,4052,2,11,1,71,412,91,769,710412,910769,4027.0,2,6975,349,5,447,212,163,2019,6975,349,447,212,163,2019,5322,266,10,56,3,02405200910000,20191022,2019326,05,24,3,W,167625,102278,640,2,412,4439.0,412.0,4439.0,20191124,2019-11-24,2019-07-21,19020,1632.480967
6801,02001904301755047000001,0019,2,11,1,430,1755,470,0,4301755,4700000,8118.0,5,9478,196,2,251,106,83,2019,9478,196,251,106,83,2019,14577,301,11,82,2,02001904401213,20190917,2019281,05,24,2,B,148312,102278,71102,1,22626,30744.0,83922.0,92040.0,20191013,2019-10-13,2019-08-28,19082,3244.887271
6843,02200103000910030024051,2001,2,11,1,300,910,300,2405,3000910,3002405,1495.0,4,6065,364,6,466,226,173,2019,6065,364,466,226,173,2019,1716,103,11,55,3,02200103002000,20190731,2019222,05,24,3,B,48016,102278,289,1,19601,21096.0,66187.0,67682.0,20190814,2019-08-14,2019-07-21,18461,598.6051384
6907,02204800100000001400001,2048,2,11,1,10,0,14,0,100000,140000,2335.0,1,9907,173,2,221,156,111,2019,9907,173,221,156,111,2019,4379,76,9,53,1,02204800101200,20191113,2019345,03,24,2,E,186300,102278,343,1,0,2335.0,0.0,2335.0,20191215,2019-12-15,2019-07-21,18754,940.0666792999999
6912,02001906813165068135161,0019,2,11,1,681,3165,681,3516,6813165,6813516,351.0,13,20196,711,4,910,897,617,2019,20196,711,910,897,617,2019,1333,47,10,55,2,10001900110892,20190617,2019183,03,6,1,S,120316,102278,74977,2,54185,54536.0,109514.0,109865.0,20191124,2019-11-24,2019-08-28,18522,100.2363183
6963,02204800700290009000001,2048,2,11,1,70,290,90,0,700290,900000,5084.0,4,13323,167,1,214,132,97,2019,13323,167,214,132,97,2019,12830,161,9,60,1,02204800800000,20191113,2019345,03,24,2,E,48138,102278,343,1,13271,18355.0,13271.0,18355.0,20191215,2019-12-15,2019-11-05,19041,1954.905556
7072,02203600100000002013281,2036,2,11,1,10,0,20,1328,100000,201328,4421.0,1,1039,52,5,67,36,27,2019,1039,52,67,36,27,2019,870,44,11,55,3,02203600100850,20190723,2019232,05,24,3,B,48079,102278,323,1,0,4421.0,0.0,4421.0,20190825,2019-08-25,2019-07-21,19149,1314.561005
7091,02200100100000001017701,2001,2,11,1,10,0,10,1770,100000,101770,1770.0,1,1905,171,9,219,104,80,2019,1905,171,219,104,80,2019,638,57,11,55,5,02200100101100,20190724,2019232,05,24,3,B,48004,102278,288,1,0,1770.0,0.0,1770.0,20190825,2019-08-25,2019-07-21,18488,704.1634680999999
7103,02202700100000003008351,2027,2,11,1,10,0,30,835,100000,300835,5163.0,1,149,7,5,9,3,2,2019,149,7,9,3,2,2019,146,7,11,55,3,02202700200528,20190731,2019228,05,24,3,B,48061,102278,314,1,0,5163.0,0.0,5163.0,20190818,2019-08-18,2019-07-21,18253,2052.345192
7116,02003002110875022126501,0030,2,11,1,211,875,221,2650,2110875,2212650,3140.0,3,11141,992,9,1270,410,343,2019,11141,992,1270,410,343,2019,6629,590,7,56,8,02003002211080,20191003,2019324,03,24,2,W,47321,102278,154,2,9458,12598.0,10240.0,13380.0,20191124,2019-11-24,2019-11-05,18537,1256.750134
7161,02006500501215006024801,0065,2,11,1,50,1215,60,2480,501215,602480,3292.0,3,13599,836,6,1070,492,373,2019,13599,836,1070,492,373,2019,8472,521,10,55,3,02006500601820,20190404,2019141,03,6,1,N,0,102278,77014,1,15368,18660.0,20220.0,23512.0,20190602,2019-06-02,2019-07-21,622758,1320.222159
7167,02006500511250006124901,0065,2,11,1,51,1250,61,2490,511250,612490,3267.0,3,11898,816,7,1044,556,408,2019,11898,816,1044,556,408,2019,7365,505,10,55,3,02006500611820,20190404,2019141,03,6,1,S,0,102278,74430,2,15364,18631.0,20716.0,23983.0,20190602,2019-06-02,2019-07-21,622759,1310.953817
7215,02H01000320000004000005,H010,2,11,5,32,0,40,0,320000,400000,1478.0,2,3429,83,2,106,48,37,2019,3429,83,106,48,37,2019,960,23,11,83,2,02H01000320001,20191105,2019344,05,24,2,B,0,102278,61780,1,369,1847.0,949.0,2427.0,20191215,2019-12-15,2019-08-28,54789,636.0805882999999
7219,02205800800710010000001,2058,2,11,1,80,710,100,0,800710,1000000,2081.0,3,12788,1023,8,1309,1350,870,2019,12788,1023,1309,1350,870,2019,5038,403,11,55,4,02205800900000,20190815,2019236,05,24,3,B,48165,102278,357,1,17744,19825.0,17744.0,19825.0,20190825,2019-08-25,2019-07-21,20029,830.0433098999999
7284,02088500900000009002901,0885,2,11,1,90,0,90,290,900000,900290,290.0,5,4383,175,4,224,150,109,2019,4383,175,224,150,109,2019,241,10,9,66,5,02088500701500,20190723,2019228,05,24,2,N,47749,102278,213,1,18932,19222.0,18932.0,19222.0,20190818,2019-08-18,2019-07-21,19336,115.2462598
7322,02H33300100000002008445,H333,2,11,5,10,0,20,844,100000,200844,2744.0,1,632,45,7,58,14,13,2019,632,45,58,14,13,2019,329,23,11,0,8,02H33300100001,20191016,2019344,05,24,2,B,186308,102278,12918,1,0,2744.0,0.0,2744.0,20191215,2019-12-15,2019-07-21,19174,1110.3539970000002
7362,02006001800000019000001,0060,2,11,1,180,0,190,0,1800000,1900000,2380.0,9,20461,910,4,1165,762,551,2019,20461,910,1165,762,551,2019,9228,410,10,55,2,02006001802069,20190522,2019317,03,6,1,B,47458,102278,168,1,33709,36089.0,33709.0,36089.0,20191117,2019-11-17,2019-11-05,18274,954.1824961000001
7401,02303400300000007000001,3034,2,11,1,30,0,70,0,300000,700000,8281.0,1,7176,215,3,275,60,57,2019,7176,215,275,60,57,2019,11252,337,11,55,2,02303400501520,20190711,2019214,05,24,3,B,114703,102278,56962,1,0,8281.0,3770.0,12051.0,20190811,2019-08-11,2019-07-21,20334,3291.982708
7543,02014800700000010000001,0148,2,11,1,70,0,100,0,700000,1000000,5571.0,3,6540,534,8,684,243,198,2019,6540,534,684,243,198,2019,6900,563,8,52,8,02014800702000,20190813,2019259,03,24,2,N,47595,102278,186,1,13263,18834.0,13263.0,18834.0,20190922,2019-09-22,2019-07-21,16928,2218.670554
7567,02102802700000028000001,1028,2,11,1,270,0,280,0,2700000,2800000,2908.0,13,6735,404,6,517,474,311,2019,6735,404,517,474,311,2019,3711,223,11,55,3,02102802701050,20190822,2019243,05,24,3,B,47967,102278,273,1,64148,67056.0,64148.0,67056.0,20200105,2020-01-05,2019-07-21,16951,1176.281489
7568,02102802800000028010451,1028,2,11,1,280,0,280,1045,2800000,2801045,1045.0,14,3368,202,6,259,237,156,2019,3368,202,259,237,156,2019,667,40,11,55,3,02102802701050,20190822,2019243,05,24,3,E,47968,102278,273,1,67056,68101.0,67056.0,68101.0,20200105,2020-01-05,2019-07-21,16952,409.15383210000005
7579,02101600320000003200231,1016,2,11,1,32,0,32,23,320000,320023,23.0,1,1121,76,7,97,29,25,2019,1121,76,97,29,25,2019,4,0,16,52,5,02101600100100,20190821,2019256,05,24,2,B,47919,102278,256,1,0,23.0,148.0,171.0,20190915,2019-09-15,2019-07-21,16962,16.00314173
7663,02402400100000003014851,4024,2,11,1,10,0,30,1485,100000,301485,3711.0,1,9420,471,5,603,291,224,2019,9420,471,603,291,224,2019,6622,331,11,55,3,02402400200322,20190320,2019141,05,24,3,B,0,102278,607,1,0,3711.0,0.0,3711.0,20190602,2019-06-02,2019-07-21,622776,1500.807148
7817,02040000300655005000001,0400,2,11,1,30,655,50,0,300655,500000,2082.0,2,11687,364,3,466,116,105,2019,11687,364,466,116,105,2019,4605,143,10,55,2,02040000301500,20190618,2019200,03,6,1,E,47671,102278,197,1,12344,14426.0,12344.0,14426.0,20190728,2019-07-28,2019-11-05,16721,835.8897282
7859,02406800200000005000001,4068,2,11,1,20,0,50,0,200000,500000,7856.0,2,6075,304,5,389,188,144,2019,6075,304,389,188,144,2019,9040,452,11,55,3,02406800300000,20190829,2019250,05,24,3,B,168803,102278,656,1,500,8356.0,500.0,8356.0,20190908,2019-09-08,2019-07-21,17510,3155.66514
8004,02097800100000002000001,0978,2,11,1,10,0,20,0,100000,200000,442.0,1,4311,370,9,474,308,225,2019,4311,370,474,308,225,2019,362,31,11,54,4,02097800100350,20190716,2019214,05,24,2,B,47810,102278,224,1,0,442.0,0.0,442.0,20190811,2019-08-11,2019-07-21,17813,187.6780196
8024,02101600100000001001481,1016,2,11,1,10,0,10,148,100000,100148,148.0,1,1121,76,7,97,29,25,2019,1121,76,97,29,25,2019,31,2,16,52,5,02101600100100,20190821,2019256,05,24,2,B,91751,102278,19713,1,0,148.0,0.0,148.0,20190915,2019-09-15,2019-07-21,16448,71.39217727
8025,02405000220000002200101,4050,2,11,1,22,0,22,10,220000,220010,10.0,1,2820,141,5,180,85,66,2019,2820,141,180,85,66,2019,6,0,11,55,3,02405000220005,20190919,2020017,05,24,3,B,48764,102278,19717,1,0,10.0,0.0,10.0,20200119,2020-01-19,2019-07-21,16449,4.03420486
8193,02H46200100000004000005,H462,2,11,5,10,0,40,0,100000,400000,4329.0,1,9686,194,2,248,157,116,2019,9686,194,248,157,116,2019,7943,159,11,55,1,02H46200300001,20190709,2019210,05,24,3,B,168541,102278,12945,1,0,4329.0,0.0,4329.0,20190811,2019-08-11,2019-07-21,17780,1747.9529890000001
8216,02006001500000018000001,0060,2,11,1,150,0,180,0,1500000,1800000,3609.0,8,8835,882,10,1129,876,605,2019,8835,882,1129,876,605,2019,6043,603,8,54,6,02006001401351,20190925,2019345,03,24,2,N,183401,102278,168,1,30100,33709.0,30100.0,33709.0,20191215,2019-12-15,2019-11-05,15736,1445.612259
